CMDLINE c:\Users\phoeb\OneDrive\Documents\KTH\HPC\Computational-Astrophysics\venv\Scripts\python.exe opt_sph.py
FUNC __main__.getAcc 120.5312 1740311040.3092 120.6797 1740311040.3835 0
FUNC __main__.getAcc 120.4844 1740311040.4390 120.6133 1740311040.5237 0
FUNC __main__.getAcc 120.4336 1740311040.5816 120.5820 1740311040.6615 0
FUNC __main__.getAcc 120.5000 1740311040.7209 120.6289 1740311040.8135 0
FUNC __main__.getAcc 120.5195 1740311040.8740 120.6680 1740311040.9670 0
FUNC __main__.getAcc 120.5508 1740311041.0314 120.6797 1740311041.1118 0
FUNC __main__.getAcc 120.5859 1740311041.1721 120.7344 1740311041.2525 0
FUNC __main__.getAcc 120.5820 1740311041.3106 120.7109 1740311041.3894 0
FUNC __main__.getAcc 120.5312 1740311041.4452 120.6797 1740311041.5265 0
FUNC __main__.getAcc 117.5664 1740311041.5834 121.3711 1740311041.6648 0
FUNC __main__.getAcc 120.5352 1740311041.7426 120.6836 1740311041.9457 0
FUNC __main__.getAcc 120.5625 1740311042.0243 120.6914 1740311042.0981 0
FUNC __main__.getAcc 120.6016 1740311042.1498 120.7500 1740311042.2288 0
FUNC __main__.getAcc 120.6094 1740311042.3002 120.7383 1740311042.3794 0
FUNC __main__.getAcc 120.6289 1740311042.4300 120.7773 1740311042.5021 0
FUNC __main__.getAcc 120.5781 1740311042.5523 120.6055 1740311042.6265 0
FUNC __main__.getAcc 120.5156 1740311042.6811 120.6641 1740311042.7767 0
FUNC __main__.getAcc 120.5977 1740311042.8371 120.7266 1740311042.9257 0
FUNC __main__.getAcc 120.6250 1740311043.0058 120.7734 1740311043.0883 0
FUNC __main__.getAcc 120.6289 1740311043.1390 120.7578 1740311043.2124 0
FUNC __main__.getAcc 120.6562 1740311043.2711 120.8047 1740311043.3499 0
FUNC __main__.getAcc 120.6602 1740311043.4108 120.7891 1740311043.4973 0
FUNC __main__.getAcc 120.6055 1740311043.5569 120.6797 1740311043.6565 0
FUNC __main__.getAcc 120.5977 1740311043.7328 120.7266 1740311043.8290 0
FUNC __main__.getAcc 120.6875 1740311043.8927 120.8359 1740311043.9716 0
FUNC __main__.getAcc 120.6914 1740311044.0393 120.8203 1740311044.1230 0
FUNC __main__.getAcc 120.7344 1740311044.1839 120.8828 1740311044.2650 0
FUNC __main__.getAcc 120.7383 1740311044.3273 120.8672 1740311044.4090 0
FUNC __main__.getAcc 120.6953 1740311044.4710 120.8438 1740311044.5577 0
FUNC __main__.getAcc 120.6797 1740311044.6173 120.8086 1740311044.6917 0
FUNC __main__.getAcc 120.7383 1740311044.7593 120.8867 1740311044.8302 0
FUNC __main__.getAcc 120.7422 1740311044.8838 120.8711 1740311044.9614 0
FUNC __main__.getAcc 120.7539 1740311045.0172 120.9023 1740311045.0942 0
FUNC __main__.getAcc 120.7812 1740311045.1487 120.9102 1740311045.2305 0
FUNC __main__.getAcc 120.8047 1740311045.2877 120.9531 1740311045.3662 0
FUNC __main__.getAcc 120.7539 1740311045.4255 120.8828 1740311045.5078 0
FUNC __main__.getAcc 120.7695 1740311045.5658 120.8438 1740311045.6385 0
FUNC __main__.getAcc 120.7461 1740311045.6995 120.8750 1740311045.7860 0
FUNC __main__.getAcc 120.7578 1740311045.8411 120.9062 1740311045.9203 0
FUNC __main__.getAcc 120.7656 1740311045.9854 120.8945 1740311046.0581 0
FUNC __main__.getAcc 120.8125 1740311046.1144 120.9609 1740311046.1898 0
FUNC __main__.getAcc 120.8477 1740311046.2469 120.9766 1740311046.3338 0
FUNC __main__.getAcc 120.8711 1740311046.4225 121.0195 1740311046.5083 0
FUNC __main__.getAcc 120.8164 1740311046.5642 120.8516 1740311046.6447 0
FUNC __main__.getAcc 120.7578 1740311046.7074 120.9062 1740311046.7938 0
FUNC __main__.getAcc 120.8008 1740311046.8540 120.9297 1740311046.9412 0
FUNC __main__.getAcc 120.8203 1740311046.9978 120.9688 1740311047.0784 0
FUNC __main__.getAcc 120.8320 1740311047.1475 120.9609 1740311047.2252 0
FUNC __main__.getAcc 120.8594 1740311047.2818 121.0078 1740311047.3623 0
FUNC __main__.getAcc 120.8008 1740311047.4163 120.9297 1740311047.4959 0
FUNC __main__.getAcc 120.8125 1740311047.5492 120.8555 1740311047.6348 0
FUNC __main__.getAcc 120.7500 1740311047.6963 120.8789 1740311047.7932 0
FUNC __main__.getAcc 120.8047 1740311047.8563 120.9531 1740311047.9462 0
FUNC __main__.getAcc 120.8086 1740311048.0131 120.9375 1740311048.1028 0
FUNC __main__.getAcc 120.8438 1740311048.1598 120.9922 1740311048.2368 0
FUNC __main__.getAcc 120.8555 1740311048.2938 120.9844 1740311048.3798 0
FUNC __main__.getAcc 120.8672 1740311048.4361 121.0156 1740311048.5191 0
FUNC __main__.getAcc 120.8164 1740311048.5729 120.8555 1740311048.6444 0
FUNC __main__.getAcc 120.7969 1740311048.7050 120.9453 1740311048.7763 0
FUNC __main__.getAcc 120.8086 1740311048.8333 120.9375 1740311048.9089 0
FUNC __main__.getAcc 120.8242 1740311048.9627 120.9727 1740311049.0412 0
FUNC __main__.getAcc 120.8359 1740311049.1108 120.9648 1740311049.1984 0
FUNC __main__.getAcc 120.8594 1740311049.2586 121.0078 1740311049.3455 0
FUNC __main__.getAcc 120.7852 1740311049.4155 120.9141 1740311049.4949 0
FUNC __main__.getAcc 120.8008 1740311049.5561 120.7852 1740311049.6340 0
FUNC __main__.getAcc 120.7500 1740311049.6880 120.8789 1740311049.7652 0
FUNC __main__.getAcc 120.8008 1740311049.8224 120.9492 1740311049.9079 0
FUNC __main__.getAcc 120.8164 1740311049.9608 120.9453 1740311050.0356 0
FUNC __main__.getAcc 120.8516 1740311050.0917 121.0000 1740311050.1664 0
FUNC __main__.getAcc 120.8750 1740311050.2254 121.0039 1740311050.3015 0
FUNC __main__.getAcc 120.8906 1740311050.3542 121.0391 1740311050.4371 0
FUNC __main__.getAcc 120.8320 1740311050.4891 120.9609 1740311050.5673 0
FUNC __main__.getAcc 120.8516 1740311050.6219 120.8984 1740311050.6981 0
FUNC __main__.getAcc 120.8086 1740311050.7654 120.9375 1740311050.8413 0
FUNC __main__.getAcc 120.8359 1740311050.8970 120.9844 1740311050.9706 0
FUNC __main__.getAcc 120.8398 1740311051.0242 120.9688 1740311051.0965 0
FUNC __main__.getAcc 120.8633 1740311051.1463 121.0117 1740311051.2218 0
FUNC __main__.getAcc 120.8711 1740311051.2758 121.0000 1740311051.3692 0
FUNC __main__.getAcc 120.8867 1740311051.4320 121.0352 1740311051.5305 0
FUNC __main__.getAcc 120.8164 1740311051.5991 120.8789 1740311051.6794 0
FUNC __main__.getAcc 120.7891 1740311051.7360 120.9375 1740311051.8143 0
FUNC __main__.getAcc 120.8281 1740311051.8749 120.9570 1740311051.9552 0
FUNC __main__.getAcc 120.8398 1740311052.0199 120.9883 1740311052.1079 0
FUNC __main__.getAcc 120.8711 1740311052.1705 121.0000 1740311052.2543 0
FUNC __main__.getAcc 120.8945 1740311052.3120 121.0430 1740311052.3917 0
FUNC __main__.getAcc 120.8398 1740311052.4597 120.9688 1740311052.5325 0
FUNC __main__.getAcc 120.8633 1740311052.5961 120.8711 1740311052.6825 0
FUNC __main__.getAcc 120.8164 1740311052.7435 120.9453 1740311052.8257 0
FUNC __main__.getAcc 120.8398 1740311052.8860 120.9883 1740311052.9632 0
FUNC __main__.getAcc 120.8438 1740311053.0173 120.9727 1740311053.0995 0
FUNC __main__.getAcc 120.8789 1740311053.1539 121.0273 1740311053.2333 0
FUNC __main__.getAcc 120.8945 1740311053.2930 121.0234 1740311053.3693 0
FUNC __main__.getAcc 120.9023 1740311053.4366 121.0508 1740311053.5173 0
FUNC __main__.getAcc 120.8359 1740311053.5781 120.8711 1740311053.6638 0
FUNC __main__.getAcc 120.7695 1740311053.7324 120.9180 1740311053.8185 0
FUNC __main__.getAcc 120.8125 1740311053.8890 120.9414 1740311053.9730 0
FUNC __main__.getAcc 120.8398 1740311054.0283 120.9883 1740311054.1143 0
FUNC __main__.getAcc 120.8633 1740311054.1730 120.9922 1740311054.2627 0
FUNC __main__.getAcc 120.8867 1740311054.3278 121.0352 1740311054.4110 0
FUNC __main__.getAcc 120.8867 1740311054.4714 121.0156 1740311054.5511 0
FUNC __main__.getAcc 120.8555 1740311054.6149 120.9688 1740311054.6952 0
FUNC __main__.getAcc 120.8203 1740311054.7524 120.9492 1740311054.8359 0
FUNC __main__.getAcc 120.8477 1740311054.8943 120.9961 1740311054.9740 0
FUNC __main__.getAcc 120.8555 1740311055.0346 120.9844 1740311055.1176 0
FUNC __main__.getAcc 120.8711 1740311055.1775 121.0195 1740311055.2589 0
FUNC __main__.getAcc 120.8867 1740311055.3157 121.0156 1740311055.4009 0
FUNC __main__.getAcc 120.8945 1740311055.4595 121.0430 1740311055.5431 0
FUNC __main__.getAcc 120.8359 1740311055.6016 120.8984 1740311055.6785 0
FUNC __main__.getAcc 120.8008 1740311055.7359 120.9492 1740311055.8314 0
FUNC __main__.getAcc 120.8359 1740311055.8878 120.9648 1740311055.9767 0
FUNC __main__.getAcc 120.8516 1740311056.0312 121.0000 1740311056.1115 0
FUNC __main__.getAcc 120.8789 1740311056.1723 121.0078 1740311056.2591 0
FUNC __main__.getAcc 120.9102 1740311056.3151 121.0586 1740311056.3913 0
FUNC __main__.getAcc 120.8594 1740311056.4525 120.9883 1740311056.5438 0
FUNC __main__.getAcc 120.9062 1740311056.6302 120.9648 1740311056.7256 0
FUNC __main__.getAcc 120.8750 1740311056.7873 121.0039 1740311056.8731 0
FUNC __main__.getAcc 120.8945 1740311056.9334 121.0430 1740311057.0129 0
FUNC __main__.getAcc 120.9023 1740311057.0704 121.0312 1740311057.1526 0
FUNC __main__.getAcc 120.9297 1740311057.2111 121.0781 1740311057.2868 0
FUNC __main__.getAcc 120.9375 1740311057.3516 121.0664 1740311057.4280 0
FUNC __main__.getAcc 120.9531 1740311057.4847 121.1016 1740311057.5633 0
FUNC __main__.getAcc 120.8789 1740311057.6173 120.9258 1740311057.6913 0
FUNC __main__.getAcc 120.8555 1740311057.7448 121.0039 1740311057.8140 0
FUNC __main__.getAcc 120.8711 1740311057.8829 121.0000 1740311057.9654 0
FUNC __main__.getAcc 120.8867 1740311058.0233 121.0352 1740311058.0975 0
FUNC __main__.getAcc 120.9023 1740311058.1565 121.0312 1740311058.2368 0
FUNC __main__.getAcc 120.9414 1740311058.2949 121.0898 1740311058.3717 0
FUNC __main__.getAcc 120.9414 1740311058.4316 121.0703 1740311058.5045 0
FUNC __main__.getAcc 120.9023 1740311058.5608 121.0508 1740311058.6407 0
FUNC __main__.getAcc 117.8984 1740311058.6938 121.7031 1740311058.7775 0
FUNC __main__.getAcc 120.8438 1740311058.8333 120.9922 1740311058.9124 0
FUNC __main__.getAcc 120.8945 1740311058.9753 121.0234 1740311059.0595 0
FUNC __main__.getAcc 120.9102 1740311059.1196 121.0586 1740311059.2066 0
FUNC __main__.getAcc 120.9180 1740311059.2682 121.0469 1740311059.3465 0
FUNC __main__.getAcc 120.9414 1740311059.4066 121.0898 1740311059.5038 0
FUNC __main__.getAcc 120.9492 1740311059.5768 121.0781 1740311059.6600 0
FUNC __main__.getAcc 117.9297 1740311059.7135 121.7344 1740311059.7943 0
FUNC __main__.getAcc 120.8633 1740311059.8482 120.9922 1740311059.9190 0
FUNC __main__.getAcc 120.8828 1740311059.9811 121.0312 1740311060.0635 0
FUNC __main__.getAcc 120.8906 1740311060.1194 121.0195 1740311060.1999 0
FUNC __main__.getAcc 120.9297 1740311060.2536 121.0781 1740311060.3321 0
FUNC __main__.getAcc 120.9492 1740311060.3886 121.0781 1740311060.4683 0
FUNC __main__.getAcc 120.9023 1740311060.5241 121.0508 1740311060.6030 0
FUNC __main__.getAcc 120.9102 1740311060.6640 120.9102 1740311060.7424 0
FUNC __main__.getAcc 120.8594 1740311060.7983 121.0078 1740311060.8794 0
FUNC __main__.getAcc 120.8711 1740311060.9349 121.0000 1740311061.0230 0
FUNC __main__.getAcc 120.8828 1740311061.0871 121.0312 1740311061.1633 0
FUNC __main__.getAcc 120.8945 1740311061.2198 121.0234 1740311061.3069 0
FUNC __main__.getAcc 120.9062 1740311061.3651 121.0547 1740311061.4397 0
FUNC __main__.getAcc 120.9219 1740311061.4961 121.0508 1740311061.5922 0
FUNC __main__.getAcc 120.8867 1740311061.6545 120.9336 1740311061.7418 0
FUNC __main__.getAcc 120.8359 1740311061.7959 120.9648 1740311061.8678 0
FUNC __main__.getAcc 120.8633 1740311061.9226 121.0117 1740311061.9982 0
