42227116 function calls (41023071 primitive calls) in 23.800 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 core.py:5323(_generateDefaultName)
        9    0.000    0.000    0.000    0.000 deprecation.py:152(_deprecated_property)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:1(<module>)
       61    0.000    0.000    0.000    0.000 _internal.py:8(get_xp)
      109    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 traitlets.py:498(TraitType)
        1    0.000    0.000    0.000    0.000 pathlib.py:455(PurePath)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
       57    0.000    0.000    0.000    0.000 __init__.py:266(<genexpr>)
       11    0.000    0.000    0.000    0.000 loader.py:345(__setitem__)
        1    0.000    0.000    0.000    0.000 strdispatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:345(get_lines)
       78    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:779(FastPath)
        1    0.000    0.000    0.000    0.000 klass.py:132(ClassMixin)
        1    0.000    0.000    0.000    0.000 pathlib.py:667(with_name)
        5    0.000    0.000    0.000    0.000 _docscrape.py:591(get_func)
        7    0.000    0.000    0.000    0.000 cache.py:53(decorator)
       18    0.000    0.000    0.000    0.000 minidom.py:498(items)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 base_value.py:29(HelperValueMixin)
       64    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        2    0.000    0.000    0.000    0.000 tokenize.py:323(read_or_stop)
        2    0.000    0.000    0.000    0.000 traitlets.py:1641(observe)
        1    0.000    0.000    0.000    0.000 code.py:177(CodeMagics)
        1    0.000    0.000    0.000    0.000 magics.py:39(TerminalMagics)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
        1    0.000    0.000    0.000    0.000 references.py:1(<module>)
       20    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        6    0.000    0.000    0.000    0.000 _linalg.py:123(_makearray)
        1    0.000    0.000    0.000    0.000 collections.py:1511(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 base_value.py:339(LazyValueWrapper)
       63    0.000    0.000    0.000    0.000 _parser.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 font_manager.py:588(FontProperties)
        5    0.000    0.000    0.000    0.000 _util.py:276(_transition_to_rng)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
        1    0.000    0.000    0.000    0.000 context.py:18(AbstractContext)
       30    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 _asarray.py:27(require)
        1    0.000    0.000    0.000    0.000 font_manager.py:1042(FontManager)
       31    0.000    0.000    0.000    0.000 _docscrape.py:156(__setitem__)
        8    0.000    0.000    0.000    0.000 weakref.py:510(update)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1447(searchsorted)
       42    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:281(DeprecatedList)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contexts.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:792(__iter__)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        2    0.000    0.000    0.000    0.000 __init__.py:567(discover)
       15    0.000    0.000    0.000    0.000 _pydecimal.py:3938(_set_integer_check)
        6    0.000    0.000    0.000    0.000 Image.py:3641(register_open)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1883(IPv6Address)
        2    0.000    0.000    0.000    0.000 transforms.py:2633(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:665(SpooledTemporaryFile)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1920(Chebyshev)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:3883(Context)
        3    0.000    0.000    0.000    0.000 core.py:701(add_parse_action)
       20    0.000    0.000    0.000    0.000 inspect.py:3056(<genexpr>)
       41    0.000    0.000    0.000    0.000 cache.py:14(_memoize_default)
       10    0.000    0.000    0.000    0.000 dataclasses.py:1017(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        3    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 figure.py:3228(clear)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       68    0.000    0.000    0.000    0.000 dataclasses.py:1106(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:322(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:484(SSLContext)
        2    0.000    0.000    0.000    0.000 datetime.py:1336(__new__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:874(AnchoredOffsetbox)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
       18    0.000    0.000    0.000    0.000 minidom.py:681(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:94(_E)
        1    0.000    0.000    0.000    0.000 oinspect.py:116(InfoDict)
       21    0.000    0.000    0.000    0.000 _docscrape.py:454(_str_header)
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
        1    0.000    0.000    0.000    0.000 core.py:239(<listcomp>)
       37    0.000    0.000    0.000    0.000 traitlets.py:1252(__init__)
        1    0.000    0.000    0.000    0.000 mixed.py:111(MixedName)
        1    0.000    0.000    0.000    0.000 python.py:1009(DgLexer)
        8    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 art3d.py:225(Line3D)
        1    0.000    0.000    0.000    0.000 iterable.py:183(Sequence)
        4    0.000    0.000    0.000    0.000 transforms.py:2184(__init__)
        1    0.000    0.000    0.000    0.000 containers.py:191(_Split)
       21    0.000    0.000    0.000    0.000 enum.py:1231(__hash__)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        2    0.000    0.000    0.000    0.000 __init__.py:910(_search_paths)
        2    0.000    0.000    0.000    0.000 datetime.py:923(__new__)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 displaypub.py:128(CapturingDisplayPublisher)
        1    0.000    0.000    0.000    0.000 __init__.py:280(<dictcomp>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1549(Polynomial)
       84    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
        1    0.000    0.000    0.000    0.000 prefilter.py:584(MagicHandler)
       52    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:110(get_projection_class)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
        8    0.000    0.000    0.000    0.000 base.py:65(__invert__)
        2    0.000    0.000    0.000    0.000 configurable.py:132(<listcomp>)
        1    0.000    0.000    0.000    0.000 module.py:58(ModuleMixin)
       42    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       56    0.000    0.000    0.000    0.000 core.py:4120(<genexpr>)
       18    0.000    0.000    0.000    0.000 typing.py:926(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 dviread.py:821(PsfontsMap)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
       39    0.000    0.000    0.000    0.000 magic_arguments.py:256(__init__)
       30    0.000    0.000    0.000    0.000 core.py:692(<genexpr>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        4    0.000    0.000    0.000    0.000 coloransi.py:145(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:224(CompiledSubprocess)
        1    0.000    0.000    0.000    0.000 colorizer.py:38(Colorizer)
        1    0.000    0.000    0.000    0.000 stdlib.py:840(EnumInstance)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(time)
       42    0.000    0.000    0.000    0.000 fromnumeric.py:3523(ndim)
        2    0.000    0.000    0.000    0.000 inspect.py:1778(_check_class)
        1    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 art3d.py:104(Text3D)
       62    0.000    0.000    0.000    0.000 traitlets.py:1226(_init_call)
        1    0.000    0.000    0.000    0.000 pydoc.py:565(HTMLDoc)
        2    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
       79    0.000    0.000    0.000    0.000 inspect.py:3036(return_annotation)
       44    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5896(__init__)
        1    0.000    0.000    0.000    0.000 typeahead.py:1(<module>)
        1    0.000    0.000    0.000    0.000 open_in_editor.py:1(<module>)
        5    0.000    0.000    0.000    0.000 cache.py:67(decorator)
        1    0.000    0.000    0.000    0.000 _coo.py:26(_coo_base)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 storemagic.py:60(StoreMagics)
        3    0.000    0.000    0.000    0.000 magic.py:176(_method_magic_marker)
        1    0.000    0.000    0.000    0.000 numeric.py:64(zeros_like)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        3    0.000    0.000    0.000    0.000 backend_agg.py:85(_update_methods)
        1    0.000    0.000    0.000    0.000 getattr_static.py:1(<module>)
       38    0.000    0.000    0.000    0.000 enum.py:442(<genexpr>)
        9    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
        1    0.000    0.000    0.000    0.000 collections.py:1976(EllipseCollection)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1015(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 _linalg.py:55(SlogdetResult)
        1    0.000    0.000    0.000    0.000 containers.py:1385(Window)
        5    0.000    0.000    0.000    0.000 _docscrape.py:531(_str_index)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 prefilter.py:671(EmacsHandler)
        1    0.000    0.000    0.000    0.000 hermite.py:1697(Hermite)
       38    0.000    0.000    0.000    0.000 _pydecimal.py:3927(<genexpr>)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 deprecation.py:137(finalize)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:2611(_arraymethod)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
       29    0.000    0.000    0.000    0.000 cache.py:59(inference_state_method_cache)
        4    0.000    0.000    0.000    0.000 decorator.py:286(<listcomp>)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compilerop.py:69(CachingCompiler)
        1    0.000    0.000    0.000    0.000 polar.py:32(PolarTransform)
        1    0.000    0.000    0.000    0.000 typing.py:243(TypeAlias)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        2    0.000    0.000    0.000    0.000 Image.py:587(_new)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
       58    0.000    0.000    0.000    0.000 pathlib.py:327(_select_from)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 testing.py:126(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 collections.py:2361(QuadMesh)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 screen.py:20(Char)
       18    0.000    0.000    0.000    0.000 _data.py:142(_create_method)
       10    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:562(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:984(distributions)
        1    0.000    0.000    0.000    0.000 traitlets.py:591(default)
        1    0.000    0.000    0.000    0.000 helpers.py:206(CallDetails)
